"","country","region","year","income","Life_Expectancy","Population_size"
"4929","Slovak Republic","Europe","1826",1500,36.4,2190000
"4930","Slovenia","Europe","1826",1480,36.6,498000
"4931","Solomon Islands","Oceania","1826",372,25.1,58700
"4932","Somalia","Africa","1826",711,29.4,1040000
"4933","South Africa","Africa","1826",1690,33.5,1650000
"4934","South Korea","Asia","1826",560,25.8,9430000
"4935","South Sudan","Africa","1826",524,26.7,1090000
"4936","Spain","Europe","1826",1540,29.5,12700000
"4937","Sri Lanka","Asia","1826",906,32.6,1390000
"4938","St. Lucia","Americas","1826",894,28,24000
"4939","St. Vincent and the Grenadines","Americas","1826",875,26,26600
"4940","Sudan","Africa","1826",535,31.4,4220000
"4941","Suriname","Americas","1826",1710,32.9,84800
"4942","Swaziland","Africa","1826",505,32.3,86000
"4943","Sweden","Europe","1826",1590,43.1,2750000
"4944","Switzerland","Europe","1826",2880,38,2060000
"4945","Syria","Asia","1826",1090,31.1,1370000
"4946","Tajikistan","Asia","1826",580,24.2,496000
"4947","Tanzania","Africa","1826",573,32.2,3090000
"4948","Thailand","Asia","1826",942,30.4,4780000
"4949","Timor-Leste","Asia","1826",548,28.9,148000
"4950","Togo","Africa","1826",705,31.3,473000
"4951","Tonga","Oceania","1826",678,28.2,18600
"4952","Trinidad and Tobago","Americas","1826",1280,32.9,63900
"4953","Tunisia","Africa","1826",738,28.8,909000
"4954","Turkey","Asia","1826",1260,35,10300000
"4955","Turkmenistan","Asia","1826",1000,24,390000
"4956","Uganda","Africa","1826",479,25.3,2150000
"4957","Ukraine","Europe","1826",812,36.6,11900000
"4958","United Arab Emirates","Asia","1826",1100,30.7,40200
"4959","United Kingdom","Europe","1826",3390,39.8,17600000
"4960","United States","Americas","1826",2450,39.4,12100000
"4961","Uruguay","Americas","1826",2030,32.9,67300
"4962","Uzbekistan","Asia","1826",513,26.9,2040000
"4963","Vanuatu","Oceania","1826",599,24.3,28600
"4964","Venezuela","Americas","1826",702,32.2,824000
"4965","Vietnam","Asia","1826",860,32,6980000
"4966","Yemen","Asia","1826",944,23.4,2620000
"4967","Zambia","Africa","1826",706,32.6,747000
"4968","Zimbabwe","Africa","1826",896,33.7,1140000
"4969","Afghanistan","Asia","1827",619,27.9,3400000
"4970","Albania","Europe","1827",680,35.4,451000
"4971","Algeria","Africa","1827",792,28.8,2820000
"4972","Angola","Africa","1827",695,27,1650000
"4973","Antigua and Barbuda","Americas","1827",796,33.5,37000
"4974","Argentina","Americas","1827",1670,33.2,642000
"4975","Armenia","Asia","1827",529,34,442000
"4976","Australia","Oceania","1827",1070,34,338000
"4977","Austria","Europe","1827",2240,34.4,3490000
"4978","Azerbaijan","Asia","1827",809,29.2,942000
"4979","Bahamas","Americas","1827",1520,35.2,27500
"4980","Bahrain","Asia","1827",1390,30.3,64500
"4981","Bangladesh","Asia","1827",875,25.5,20600000
"4982","Barbados","Americas","1827",960,32.1,92500
"4983","Belarus","Europe","1827",640,36.2,2520000
"4984","Belgium","Europe","1827",2470,40.2,3660000
"4985","Belize","Americas","1827",608,26.5,25600
"4986","Benin","Africa","1827",619,31,684000
"4987","Bhutan","Asia","1827",640,28.8,93200
"4988","Bolivia","Americas","1827",915,33,1160000
"4989","Bosnia and Herzegovina","Europe","1827",695,35.1,909000
"4990","Botswana","Africa","1827",412,33.6,121000
"4991","Brazil","Americas","1827",1130,32,5060000
"4992","Brunei","Asia","1827",1550,29.2,2490
"4993","Bulgaria","Europe","1827",1130,37,2260000
"4994","Burkina Faso","Africa","1827",485,29.2,1760000
"4995","Burundi","Africa","1827",429,31.5,952000
"4996","Cambodia","Asia","1827",916,35,2120000
"4997","Cameroon","Africa","1827",650,28.8,1900000
"4998","Canada","Americas","1827",1600,39,1080000
"4999","Cape Verde","Africa","1827",547,33.8,59500
"5000","Central African Republic","Africa","1827",440,30,497000
"5001","Chad","Africa","1827",434,30.9,1430000
"5002","Chile","Americas","1827",1000,32,914000
"5003","China","Asia","1827",985,32,397000000
"5004","Colombia","Americas","1827",983,32,1380000
"5005","Comoros","Africa","1827",715,32.1,59700
"5006","Congo, Dem. Rep.","Africa","1827",542,31.6,5420000
"5007","Congo, Rep.","Africa","1827",620,32.7,332000
"5008","Costa Rica","Americas","1827",841,30.2,68900
"5009","Cote d'Ivoire","Africa","1827",905,31.2,1140000
"5010","Croatia","Europe","1827",1430,36.1,1310000
"5011","Cuba","Americas","1827",1180,35.9,719000
"5012","Cyprus","Asia","1827",930,38.5,185000
"5013","Czech Republic","Europe","1827",2030,35,5670000
"5014","Denmark","Europe","1827",2230,41.1,1240000
"5015","Djibouti","Africa","1827",819,29.9,24200
"5016","Dominican Republic","Americas","1827",695,29.9,101000
"5017","Ecuador","Americas","1827",555,32.9,566000
"5018","Egypt","Africa","1827",819,33,4530000
"5019","El Salvador","Americas","1827",1040,28.7,273000
"5020","Equatorial Guinea","Africa","1827",369,29.8,82400
"5021","Eritrea","Africa","1827",543,30.2,226000
"5022","Estonia","Europe","1827",1010,35.5,358000
"5023","Ethiopia","Africa","1827",525,29.7,3280000
"5024","Fiji","Oceania","1827",806,26.1,136000
"5025","Finland","Europe","1827",1340,42.2,1290000
"5026","France","Europe","1827",1860,39.4,32700000
"5027","Gabon","Africa","1827",392,30.6,168000
"5028","Gambia","Africa","1827",826,28.8,109000
"5029","Georgia","Asia","1827",563,31.9,1150000
"5030","Germany","Europe","1827",1980,38.4,27200000
"5031","Ghana","Africa","1827",711,28,1950000
"5032","Greece","Europe","1827",1500,36.6,2470000
"5033","Grenada","Americas","1827",990,31.4,30200
"5034","Guatemala","Americas","1827",910,25.8,648000
"5035","Guinea","Africa","1827",458,29.8,1050000
"5036","Guinea-Bissau","Africa","1827",784,32,229000
"5037","Guyana","Americas","1827",1280,31.1,175000
"5038","Haiti","Americas","1827",682,29,771000
"5039","Honduras","Americas","1827",740,33.9,173000
"5040","Hungary","Europe","1827",1320,36,4370000
"5041","Iceland","Europe","1827",1000,24.9,64500
"5042","India","Asia","1827",1050,25.4,180000000
"5043","Indonesia","Asia","1827",1010,30,18000000
"5044","Iran","Asia","1827",993,25.6,6800000
"5045","Iraq","Asia","1827",1000,31.2,1150000
"5046","Ireland","Europe","1827",1600,38.3,5400000
"5047","Israel","Asia","1827",883,32,210000
"5048","Italy","Europe","1827",2540,29.7,21100000
"5049","Jamaica","Americas","1827",1110,34.2,401000
"5050","Japan","Asia","1827",1090,36.4,31200000
"5051","Jordan","Asia","1827",1010,31.7,224000
"5052","Kazakhstan","Asia","1827",1220,26.2,2180000
"5053","Kenya","Africa","1827",929,25.5,2570000
"5054","Kiribati","Oceania","1827",564,24.9,18300
"5055","Kuwait","Asia","1827",1210,26,81300
"5056","Kyrgyz Republic","Asia","1827",542,23.9,568000
"5057","Lao","Asia","1827",882,31.9,504000
"5058","Latvia","Europe","1827",805,33,632000
"5059","Lebanon","Asia","1827",1150,29.7,350000
"5060","Lesotho","Africa","1827",399,32.8,292000
"5061","Liberia","Africa","1827",814,31.1,333000
"5062","Libya","Africa","1827",1150,33.1,558000
"5063","Lithuania","Europe","1827",1360,28.9,834000
"5064","Luxembourg","Europe","1827",1580,36.9,133000
"5065","Macedonia, FYR","Europe","1827",733,36.1,418000
"5066","Madagascar","Africa","1827",594,30.5,1770000
"5067","Malawi","Africa","1827",351,30.3,737000
"5068","Malaysia","Asia","1827",1010,30.6,335000
"5069","Maldives","Asia","1827",844,32.6,44200
"5070","Mali","Africa","1827",606,26.4,1500000
"5071","Malta","Europe","1827",836,28.7,141000
"5072","Mauritania","Africa","1827",547,32,395000
"5073","Mauritius","Africa","1827",975,28.7,112000
"5074","Mexico","Americas","1827",1360,26.9,6830000
"5075","Micronesia, Fed. Sts.","Oceania","1827",527,26.7,17000
"5076","Moldova","Europe","1827",647,33.1,763000
"5077","Mongolia","Asia","1827",601,31.8,626000
"5078","Montenegro","Europe","1827",1120,35.4,135000
"5079","Morocco","Africa","1827",725,33.1,2820000
"5080","Mozambique","Africa","1827",397,30.3,2230000
"5081","Myanmar","Asia","1827",843,30.8,3610000
"5082","Namibia","Africa","1827",601,32.4,229000
"5083","Nepal","Asia","1827",656,32.8,3990000
"5084","Netherlands","Europe","1827",4160,39.9,2540000
"5085","New Zealand","Oceania","1827",661,34,95600
"5086","Nicaragua","Americas","1827",1050,25.4,247000
"5087","Niger","Africa","1827",463,30.8,1290000
"5088","Nigeria","Africa","1827",911,30.4,12500000
"5089","North Korea","Asia","1827",563,26,4370000
"5090","Norway","Europe","1827",1380,48.4,1080000
"5091","Oman","Asia","1827",945,32.3,325000
"5092","Pakistan","Asia","1827",1020,25.8,14000000
"5093","Palestine","Asia","1827",1230,32.1,166000
"5094","Panama","Americas","1827",919,32.9,90300
"5095","Papua New Guinea","Oceania","1827",561,31.5,791000
"5096","Paraguay","Americas","1827",914,35.5,180000
"5097","Peru","Americas","1827",1230,35.7,1460000
"5098","Philippines","Asia","1827",974,30.9,2150000
"5099","Poland","Europe","1827",1340,35.9,11000000
"5100","Portugal","Europe","1827",1690,35.6,3430000
"5101","Qatar","Asia","1827",1210,30.8,14100
"5102","Romania","Europe","1827",900,35.7,6740000
"5103","Russia","Europe","1827",1530,29.6,33300000
"5104","Rwanda","Africa","1827",446,31.8,972000
"5105","Samoa","Oceania","1827",1440,25.4,47100
"5106","Sao Tome and Principe","Africa","1827",894,31,24000
"5107","Saudi Arabia","Asia","1827",865,32.1,2130000
"5108","Senegal","Africa","1827",516,25.2,1060000
"5109","Serbia","Europe","1827",1440,35.5,2290000
"5110","Seychelles","Africa","1827",881,37,12800
"5111","Sierra Leone","Africa","1827",761,25.1,835000
"5112","Singapore","Asia","1827",1040,34,35200
"5113","Slovak Republic","Europe","1827",1520,36.4,2200000
"5114","Slovenia","Europe","1827",1500,36.6,501000
"5115","Solomon Islands","Oceania","1827",373,25.1,58900
"5116","Somalia","Africa","1827",712,29.4,1050000
"5117","South Africa","Africa","1827",1700,33.5,1670000
"5118","South Korea","Asia","1827",560,25.8,9430000
"5119","South Sudan","Africa","1827",526,26.7,1090000
"5120","Spain","Europe","1827",1550,29.5,12800000
"5121","Sri Lanka","Asia","1827",906,32.6,1410000
"5122","St. Lucia","Americas","1827",897,28,24000
"5123","St. Vincent and the Grenadines","Americas","1827",881,26,26700
"5124","Sudan","Africa","1827",538,31.4,4240000
"5125","Suriname","Americas","1827",1720,32.9,85400
"5126","Swaziland","Africa","1827",508,32.3,86000
"5127","Sweden","Europe","1827",1520,42.6,2770000
"5128","Switzerland","Europe","1827",2920,38,2070000
"5129","Syria","Asia","1827",1090,31.1,1370000
"5130","Tajikistan","Asia","1827",583,24.2,499000
"5131","Tanzania","Africa","1827",574,32.2,3100000
"5132","Thailand","Asia","1827",943,30.4,4800000
"5133","Timor-Leste","Asia","1827",550,28.9,149000
"5134","Togo","Africa","1827",708,31.3,476000
"5135","Tonga","Oceania","1827",680,28.2,18600
"5136","Trinidad and Tobago","Americas","1827",1280,32.9,64400
"5137","Tunisia","Africa","1827",742,28.8,914000
"5138","Turkey","Asia","1827",1270,35,10300000
"5139","Turkmenistan","Asia","1827",1010,24,393000
"5140","Uganda","Africa","1827",481,25.3,2150000
"5141","Ukraine","Europe","1827",817,36.6,12000000
"5142","United Arab Emirates","Asia","1827",1100,30.7,40200
"5143","United Kingdom","Europe","1827",3600,41.1,17800000
"5144","United States","Americas","1827",2460,39.4,12400000
"5145","Uruguay","Americas","1827",2080,32.9,69000
"5146","Uzbekistan","Asia","1827",515,26.9,2050000
"5147","Vanuatu","Oceania","1827",601,24.3,28700
"5148","Venezuela","Americas","1827",705,32.2,839000
"5149","Vietnam","Asia","1827",859,32,7030000
"5150","Yemen","Asia","1827",947,23.4,2630000
"5151","Zambia","Africa","1827",708,32.6,747000
"5152","Zimbabwe","Africa","1827",898,33.7,1140000
"5153","Afghanistan","Asia","1828",621,27.9,3420000
"5154","Albania","Europe","1828",681,35.4,453000
"5155","Algeria","Africa","1828",801,28.8,2840000
"5156","Angola","Africa","1828",698,27,1660000
"5157","Antigua and Barbuda","Americas","1828",801,33.5,37000
"5158","Argentina","Americas","1828",1690,33.2,656000
"5159","Armenia","Asia","1828",531,34,446000
"5160","Australia","Oceania","1828",1090,34,341000
"5161","Austria","Europe","1828",2280,34.4,3500000
"5162","Azerbaijan","Asia","1828",814,29.2,949000
"5163","Bahamas","Americas","1828",1530,35.2,27500
"5164","Bahrain","Asia","1828",1390,30.3,64500
"5165","Bangladesh","Asia","1828",875,25.5,20700000
"5166","Barbados","Americas","1828",967,32.1,93900
"5167","Belarus","Europe","1828",644,36.2,2540000
"5168","Belgium","Europe","1828",2470,40.2,3690000
"5169","Belize","Americas","1828",613,26.5,25600
"5170","Benin","Africa","1828",622,31,690000
"5171","Bhutan","Asia","1828",641,28.8,93600
"5172","Bolivia","Americas","1828",924,33,1170000
"5173","Bosnia and Herzegovina","Europe","1828",698,35.1,916000
"5174","Botswana","Africa","1828",414,33.6,121000
"5175","Brazil","Americas","1828",1130,32,5140000
"5176","Brunei","Asia","1828",1560,29.2,2530
"5177","Bulgaria","Europe","1828",1140,37,2270000
